,STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2
45301,FL,47,H,F,2,L,E,B
45302,other,53,U,F,2,L,G,D
45303,TX,6,H,M,3,L,F,B
45304,FL,27,U,F,3,L,F,A
45305,FL,20,U,M,3,L,F,A
45306,other,52,U,F,2,L,F,D
45307,FL,30,U,M,3,L,D,B
45308,FL,41,H,F,3,L,F,C
45309,IL,36,H,F,3,L,F,D
45310,TX,25,H,F,3,L,F,C
45311,TX,27,H,M,3,L,F,D
45312,other,11,U,F,3,L,E,B
45313,other,39,U,F,3,L,F,C
45314,TX,42,H,F,3,L,G,A
45315,other,49,U,F,3,L,D,D
45316,CA,13,H,F,3,L,F,A
45317,CA,23,H,F,3,L,F,A
45318,CA,11,U,F,3,L,E,A
45319,NC,27,H,M,3,L,F,B
45320,MO,36,H,M,3,L,G,D
45321,WA,22,U,F,3,L,F,D
45322,other,27,U,F,2,L,F,B
45323,other,40,H,F,2,L,G,A
45324,other,16,U,M,3,L,F,B
45325,WA,11,H,F,3,L,F,A
45326,TX,2,U,F,3,L,F,A
45327,NC,24,H,F,3,L,F,B
45328,NC,35,H,M,3,L,F,B
45329,CA,13,U,M,1,L,F,B
45330,CA,1,H,F,2,L,E,A
45331,WI,3,U,F,3,L,G,B
45332,other,49,H,F,2,L,F,D
45333,FL,34,U,M,3,L,F,B
45334,MI,8,H,F,2,L,F,A
45335,other,1,U,F,1,L,D,B
45336,NC,32,U,F,3,L,F,C
45337,TX,40,H,F,2,L,G,D
45338,NC,36,H,F,3,L,F,D
45339,other,39,H,F,3,L,E,C
45340,IL,14,H,F,3,L,E,A
45341,FL,12,H,M,3,L,F,B
45342,other,41,H,M,3,L,F,D
45343,MO,16,U,F,2,L,E,B
45344,GA,12,H,F,1,L,F,A
45345,NC,50,H,F,3,L,G,D
45346,other,24,U,M,2,L,D,C
45347,TX,3,H,M,3,L,E,A
45348,WI,40,H,M,3,L,G,C
45349,IL,2,H,M,1,L,F,A
45350,GA,43,U,F,3,L,F,B
45351,CA,5,H,F,3,L,F,A
45352,WA,17,H,F,2,L,E,A
45353,other,53,U,F,2,L,D,D
45354,NC,49,U,F,3,L,F,B
45355,IL,14,H,M,3,L,G,A
45356,CA,1,U,F,3,L,F,A
45357,MI,15,U,F,2,L,G,A
45358,WA,45,U,F,1,L,F,D
45359,TX,34,U,F,1,L,F,B
45360,other,40,U,M,1,L,F,B
45361,other,16,H,F,3,L,F,A
45362,other,40,U,M,3,L,G,D
45363,GA,43,U,F,3,L,E,D
45364,other,22,U,M,3,L,F,B
45365,IL,13,H,M,2,L,F,A
45366,CA,14,H,F,1,L,D,B
45367,FL,23,U,F,3,L,D,B
45368,FL,12,U,M,3,L,E,B
45369,other,18,U,F,3,L,G,B
45370,other,18,U,F,3,L,F,B
45371,CA,46,U,F,3,L,E,D
45372,MO,39,H,M,2,L,F,A
45373,IN,20,U,F,3,L,F,A
45374,IN,14,U,F,3,L,F,B
45375,other,42,H,F,2,L,E,D
45376,other,51,U,F,1,L,F,C
45377,other,45,H,M,3,L,D,D
45378,other,5,H,F,2,L,F,A
45379,CA,43,U,M,2,L,E,D
45380,MO,12,U,F,3,L,F,A
45381,CA,8,H,F,3,L,F,A
45382,other,35,U,M,3,L,D,A
45383,other,10,H,F,2,L,G,D
45384,other,36,U,F,3,L,D,C
45385,TX,14,H,F,3,L,F,A
45386,other,29,H,F,3,L,G,A
45387,other,39,H,M,1,L,E,B
45388,TX,10,U,M,3,L,F,B
45389,TX,24,U,F,3,L,G,D
45390,CA,12,H,F,3,L,F,A
45391,WA,10,H,F,2,L,F,A
45392,WA,49,U,F,3,L,F,C
45393,CA,7,H,M,2,L,F,A
45394,other,24,H,M,3,L,D,B
45395,other,45,H,M,3,L,F,D
45396,MO,51,U,F,2,L,F,D
45397,WI,38,U,F,3,L,E,D
45398,TX,49,U,M,3,L,F,A
45399,GA,39,U,F,3,L,F,B
45400,other,18,U,M,3,L,F,B
45401,MI,39,H,F,3,L,F,B
45402,FL,34,H,M,3,L,F,A
45403,IL,2,H,M,3,L,F,A
45404,MO,26,H,F,3,L,E,C
45405,other,5,H,M,3,L,E,B
45406,other,3,U,F,3,L,F,B
45407,other,49,H,M,3,L,E,D
45408,other,35,H,M,3,L,E,B
45409,other,14,H,F,2,L,F,B
45410,other,40,H,M,3,L,G,D
45411,IN,30,U,M,3,L,F,C
45412,other,27,H,M,3,L,F,C
45413,WI,34,U,F,3,L,F,B
45414,CA,2,H,M,2,L,E,A
45415,WA,18,U,M,1,L,E,B
45416,MI,44,H,M,1,L,F,B
45417,IL,14,H,F,3,L,E,A
45418,other,51,U,F,3,L,F,C
45419,other,3,H,F,2,L,D,B
45420,IL,26,H,M,3,L,G,B
45421,CA,2,H,F,2,L,F,A
45422,other,11,H,F,2,L,F,A
45423,other,18,U,F,3,L,F,A
45424,TX,10,H,F,2,L,F,B
45425,other,11,H,F,3,L,G,B
45426,other,51,H,F,2,L,F,B
45427,TX,27,H,F,2,L,G,A
45428,IN,45,H,F,2,L,E,D
45429,FL,23,H,other,3,L,E,C
45430,CA,6,H,M,3,L,F,B
45431,FL,12,U,F,3,L,E,B
45432,CA,2,H,M,3,L,D,A
45433,CA,11,U,M,3,L,E,A
45434,IN,12,H,F,3,L,E,B
45435,WI,53,H,M,2,L,F,D
45436,other,36,H,F,3,L,D,B
45437,other,16,U,F,3,L,G,B
45438,other,45,U,M,2,L,F,D
45439,other,38,U,M,1,L,F,C
45440,GA,50,H,F,2,L,E,D
45441,other,11,H,F,3,L,E,B
45442,IN,43,U,M,3,L,F,D
45443,other,45,U,F,3,L,F,D
45444,FL,23,H,M,3,L,G,B
45445,FL,32,U,F,3,L,E,A
45446,other,21,U,F,3,L,D,A
45447,MI,45,H,F,2,L,E,D
45448,FL,50,H,F,2,L,D,D
45449,TX,36,H,M,2,L,G,B
45450,CA,10,H,M,1,L,F,A
45451,MO,24,U,F,2,L,G,A
45452,other,27,H,M,3,L,D,B
45453,NC,39,H,F,2,L,F,B
45454,NC,40,H,F,2,L,F,B
45455,FL,40,H,F,3,L,F,B
45456,CA,10,U,M,3,L,F,A
45457,MI,16,H,F,3,L,G,A
45458,other,39,H,F,3,L,F,B
45459,FL,23,H,F,3,L,G,B
45460,other,16,U,M,3,L,D,B
45461,other,27,U,M,3,L,F,C
45462,MI,40,U,M,2,L,F,B
45463,other,11,H,F,2,L,G,A
45464,other,41,H,F,3,L,E,B
45465,other,50,H,F,2,L,E,D
45466,FL,46,H,M,2,L,F,C
45467,CA,12,U,M,1,L,F,C
45468,IL,5,H,F,3,L,F,A
45469,other,36,U,F,1,L,D,B
45470,MO,53,U,F,3,L,F,D
45471,other,46,U,F,1,L,E,D
45472,WA,18,U,F,3,L,F,B
45473,GA,43,U,M,3,L,E,A
45474,FL,3,H,F,3,L,F,A
45475,FL,43,H,M,2,L,E,D
45476,other,8,U,F,2,L,F,B
45477,MO,8,U,M,3,L,E,A
45478,other,22,H,F,2,L,G,B
45479,NC,53,U,M,2,L,F,D
45480,GA,50,U,F,3,L,E,C
45481,IL,20,H,F,2,L,G,A
45482,IL,15,H,F,3,L,F,A
45483,other,42,U,F,3,L,F,C
45484,other,44,U,M,3,L,F,A
45485,other,41,H,F,3,L,E,B
45486,MI,39,U,F,3,L,D,D
45487,CA,6,H,M,3,L,E,A
45488,CA,12,H,F,3,L,F,A
45489,other,38,U,M,2,L,F,B
45490,IN,30,H,F,2,L,E,C
45491,other,45,H,M,2,L,F,D
45492,FL,27,H,F,3,L,G,A
45493,other,10,U,F,3,L,E,B
45494,GA,18,H,M,3,L,G,A
45495,FL,23,U,F,3,L,E,B
45496,TX,35,U,M,2,L,F,A
45497,CA,40,U,F,3,L,G,C
45498,other,35,H,M,3,L,G,B
45499,TX,16,H,M,3,L,E,B
45500,other,12,H,F,3,L,F,B
45501,other,49,U,F,3,L,E,D
45502,other,36,H,F,2,L,F,B
45503,other,27,H,F,3,L,E,B
45504,WI,45,H,M,2,L,E,D
45505,NC,53,H,M,2,L,F,C
45506,MI,2,U,F,3,L,E,B
45507,other,18,H,F,2,L,D,B
45508,other,37,U,F,3,L,F,D
45509,FL,10,H,F,3,L,E,A
45510,FL,40,H,M,3,L,F,C
45511,CA,2,H,M,3,L,G,B
45512,other,37,U,F,3,L,E,C
45513,WA,27,H,F,2,L,F,A
45514,FL,29,U,F,3,L,E,A
45515,other,26,U,F,2,L,G,C
45516,GA,53,U,F,1,L,F,D
45517,TX,13,H,F,3,L,G,A
45518,FL,40,H,other,3,L,F,B
45519,other,46,H,M,1,L,F,C
45520,GA,50,H,M,1,L,F,D
45521,CA,35,H,F,3,L,G,C
45522,IL,40,U,M,2,L,G,A
45523,WA,49,U,M,3,L,G,C
45524,other,27,U,M,3,L,F,C
45525,NC,43,H,F,2,L,F,B
45526,WI,45,H,M,2,L,F,D
45527,IL,27,U,F,3,L,E,A
45528,other,35,H,F,3,L,F,B
45529,other,37,H,F,2,L,F,C
45530,other,24,H,F,3,L,G,B
45531,other,35,U,F,3,L,F,B
45532,FL,38,U,F,3,L,G,B
45533,IL,21,U,F,3,L,F,B
45534,GA,41,U,M,3,L,F,A
45535,NC,24,H,F,3,L,F,B
45536,other,45,U,M,2,L,G,D
45537,WA,42,H,F,2,L,G,A
45538,IL,14,H,M,3,L,F,A
45539,IL,4,U,F,3,L,F,A
45540,other,12,U,F,3,L,E,D
45541,MO,24,H,M,3,L,F,B
45542,MO,36,U,M,2,L,F,B
45543,other,45,U,M,1,L,F,B
45544,CA,17,H,F,3,L,D,A
45545,FL,2,U,F,3,L,F,A
45546,TX,44,U,F,2,L,E,B
45547,MI,32,H,M,3,L,F,C
45548,CA,11,U,F,3,L,D,A
45549,CA,27,U,M,3,L,F,B
45550,other,31,U,F,3,L,D,B
45551,FL,34,H,F,3,L,F,B
45552,other,18,U,F,3,L,F,B
45553,MI,10,H,F,2,L,F,A
45554,other,41,H,M,3,L,F,C
45555,MI,20,U,F,3,L,F,A
45556,FL,12,H,M,3,L,E,B
45557,CA,14,U,M,3,L,F,A
45558,TX,30,U,M,3,L,G,A
45559,other,28,H,M,3,L,G,C
45560,CA,33,H,M,2,L,D,A
45561,WA,20,U,M,3,L,G,A
45562,other,40,U,M,3,L,F,B
45563,WI,49,H,M,2,L,D,D
45564,other,41,H,F,2,L,F,D
45565,other,41,U,M,3,L,G,C
45566,other,43,H,F,2,L,F,C
45567,WI,44,H,M,3,L,D,B
45568,CA,5,U,F,3,L,E,A
45569,IL,24,H,M,3,L,F,A
45570,TX,21,H,F,2,L,F,A
45571,other,24,U,F,3,L,D,B
45572,MI,44,H,M,3,L,F,C
45573,MO,16,H,F,3,L,F,A
45574,IL,8,U,F,3,L,E,A
45575,other,42,H,M,3,L,F,D
45576,CA,46,U,M,3,L,E,C
45577,other,43,U,F,3,L,G,D
45578,CA,9,H,M,3,L,F,A
45579,MI,12,U,M,3,L,D,A
45580,NC,32,H,M,2,L,F,B
45581,IN,40,H,F,2,L,F,B
45582,IL,12,U,F,3,L,F,A
45583,other,50,H,F,3,L,E,D
45584,CA,14,H,M,3,L,F,A
45585,CA,1,H,F,2,L,G,A
45586,WA,46,U,F,3,L,F,C
45587,MI,49,H,F,1,L,D,B
45588,TX,14,U,M,3,L,F,A
45589,IL,18,U,M,1,L,F,A
45590,FL,39,H,F,2,L,F,B
45591,IL,27,H,M,2,L,F,A
45592,CA,9,U,M,3,L,G,A
45593,other,27,H,F,3,L,E,D
45594,TX,53,U,M,2,L,G,D
45595,TX,45,H,F,3,L,E,C
45596,other,12,H,F,3,L,G,A
45597,other,40,U,F,3,L,E,C
45598,FL,18,H,M,3,L,G,B
45599,other,11,H,F,2,L,F,B
45600,other,25,U,F,3,L,F,B
45601,IL,12,U,F,3,L,G,A
45602,WI,51,U,F,3,L,F,D
45603,CA,35,H,F,3,L,G,A
45604,MI,40,U,F,1,L,F,C
45605,other,48,U,F,3,L,F,D
45606,WA,17,H,M,3,L,F,A
45607,other,40,H,F,3,L,F,C
45608,NC,49,U,F,3,L,F,C
45609,GA,40,U,F,3,L,G,A
45610,other,45,U,F,3,L,F,D
45611,MI,26,H,M,3,L,D,A
45612,other,18,H,F,3,L,D,B
45613,other,26,H,F,2,L,F,B
45614,other,4,U,F,3,L,F,D
45615,other,27,U,F,1,L,F,B
45616,other,27,H,M,3,L,D,B
45617,TX,22,U,F,3,L,D,C
45618,WA,13,H,M,3,L,G,A
45619,other,27,H,M,2,L,F,C
45620,CA,23,H,M,3,L,F,A
45621,CA,3,H,F,2,L,F,A
45622,CA,42,U,F,3,L,G,C
45623,other,4,H,M,2,L,G,B
45624,other,39,U,F,2,L,G,D
45625,other,51,U,F,3,L,F,D
45626,other,49,U,F,2,L,F,D
45627,CA,24,H,M,2,L,F,B
45628,other,22,H,M,2,L,G,B
45629,other,22,U,F,3,L,F,C
45630,TX,2,H,F,3,L,F,A
45631,TX,36,H,M,2,L,E,C
45632,IN,8,U,F,1,L,E,B
45633,other,28,U,F,3,L,E,D
45634,FL,21,H,F,3,L,F,B
45635,other,18,U,M,3,L,E,A
45636,other,43,U,M,3,L,D,D
45637,other,31,U,F,1,L,F,B
45638,CA,8,H,F,3,L,E,A
45639,GA,32,H,F,2,L,F,B
45640,other,49,H,F,2,L,F,C
45641,TX,22,H,F,3,L,E,A
45642,TX,10,H,F,3,L,F,A
45643,TX,13,H,F,3,L,F,A
45644,WA,3,U,F,3,L,G,A
45645,MI,51,H,F,2,L,F,D
45646,other,40,U,F,3,L,G,C
45647,WI,17,H,F,3,L,F,C
45648,IL,24,U,F,1,L,G,A
45649,NC,47,U,F,1,L,G,D
45650,GA,40,H,F,3,L,G,A
45651,IL,42,H,M,2,L,F,C
45652,other,34,H,F,3,L,E,C
45653,other,36,H,F,2,L,F,D
45654,FL,43,H,F,2,L,F,B
45655,FL,29,U,M,3,L,F,B
45656,other,45,U,F,2,L,E,D
45657,other,4,U,M,3,L,G,B
45658,CA,40,H,F,3,L,F,C
45659,other,36,H,F,2,L,F,D
45660,WI,17,H,M,3,L,E,A
45661,other,45,H,F,2,L,F,D
45662,CA,3,H,F,3,L,E,A
45663,TX,11,H,F,3,L,F,A
45664,other,13,U,F,3,L,G,B
45665,CA,34,U,F,3,L,E,A
45666,other,10,H,F,3,L,F,B
45667,CA,11,H,F,3,L,F,A
45668,IL,35,H,M,3,L,G,A
45669,CA,19,H,F,2,L,F,A
45670,other,12,H,M,3,L,F,A
45671,other,35,U,F,3,L,E,C
45672,WA,30,U,F,1,L,F,C
45673,CA,13,U,F,3,L,G,A
45674,other,36,H,M,3,L,G,B
45675,FL,28,U,F,3,L,E,C
45676,other,36,H,F,2,L,F,C
45677,other,45,H,M,3,L,F,D
45678,MO,39,H,F,3,L,F,A
45679,WA,28,H,F,3,L,E,C
45680,other,29,U,M,3,L,F,A
45681,other,47,U,F,3,L,E,C
45682,other,36,U,F,2,L,F,D
45683,CA,7,U,other,3,L,F,A
45684,IL,28,H,M,3,L,F,D
45685,MO,43,H,M,2,L,E,D
45686,CA,11,H,M,1,L,G,B
45687,CA,13,U,M,3,L,E,A
45688,CA,33,U,F,3,L,F,A
45689,CA,13,U,F,3,L,F,A
45690,CA,13,H,M,3,L,G,A
45691,TX,27,U,F,3,L,G,C
45692,other,27,H,F,3,L,E,C
45693,other,40,U,M,3,L,F,B
45694,TX,2,H,F,3,L,G,A
45695,MI,21,U,F,3,L,D,B
45696,other,24,H,F,3,L,E,B
45697,WI,44,H,F,3,L,G,D
45698,IN,39,H,M,2,L,E,C
45699,other,1,H,M,3,L,G,B
45700,other,38,U,M,1,L,F,B
45701,TX,31,U,F,3,L,G,C
45702,CA,11,H,M,3,L,G,A
45703,other,11,H,M,3,L,G,B
45704,MI,5,H,F,3,L,F,A
45705,other,53,H,F,2,L,E,D
45706,IN,35,U,M,1,L,F,C
45707,other,50,U,F,2,L,F,D
45708,FL,18,H,F,3,L,F,A
45709,other,53,H,F,3,L,G,D
45710,IL,13,H,F,3,L,F,A
45711,CA,28,H,M,3,L,D,A
45712,TX,43,U,F,3,L,G,D
45713,other,43,U,M,2,L,G,B
45714,WI,27,H,F,3,L,F,B
45715,IL,33,U,F,1,L,E,B
45716,GA,35,U,F,3,L,D,A
45717,other,43,U,F,3,L,F,C
45718,other,12,H,M,3,L,F,A
45719,GA,15,U,F,1,L,F,A
45720,other,43,H,M,2,L,G,B
45721,other,46,U,F,3,L,F,D
45722,other,30,U,M,3,L,E,C
45723,WI,5,U,F,2,L,G,B
45724,CA,2,H,F,2,L,G,A
45725,MI,44,H,F,2,L,G,B
45726,other,40,U,F,3,L,E,B
45727,other,43,U,F,2,L,E,C
45728,FL,41,U,F,3,L,G,A
45729,TX,12,U,F,3,L,F,A
45730,other,15,U,F,3,L,F,B
45731,GA,27,H,F,3,L,F,B
45732,FL,27,H,M,3,L,F,B
45733,other,20,H,F,3,L,E,B
45734,other,51,U,F,3,L,E,D
45735,CA,14,H,other,3,L,F,A
45736,GA,27,H,F,1,L,F,B
45737,WA,44,H,F,3,L,F,A
45738,NC,49,H,M,3,L,F,D
45739,other,49,U,F,3,L,D,C
45740,MI,18,H,M,2,L,F,A
45741,FL,12,U,F,3,L,F,B
45742,TX,27,H,F,3,L,F,C
45743,TX,24,H,F,3,L,E,A
45744,NC,47,H,F,2,L,F,C
45745,other,31,U,F,3,L,E,B
45746,TX,46,U,F,3,L,G,C
45747,TX,45,U,F,3,L,F,D
45748,GA,14,U,F,3,L,E,A
45749,other,45,U,F,2,L,D,D
45750,TX,45,U,other,3,L,G,A
45751,IL,24,U,M,1,L,E,C
45752,IL,17,H,M,3,L,F,A
45753,MI,40,H,F,3,L,F,A
45754,FL,33,H,M,3,L,F,A
45755,CA,14,U,M,3,L,G,A
45756,NC,50,U,F,3,L,E,C
45757,TX,48,U,F,3,L,F,D
45758,TX,44,H,other,3,L,E,D
45759,WA,27,H,M,3,L,F,C
45760,GA,47,U,F,3,L,F,D
45761,GA,40,H,F,3,L,E,A
45762,other,40,H,F,3,L,E,A
45763,WA,16,U,M,1,L,F,A
45764,WA,20,U,F,3,L,F,A
45765,TX,1,U,F,3,L,G,A
45766,CA,35,H,F,3,L,F,A
45767,TX,45,H,M,2,L,F,D
45768,MI,40,H,M,2,L,D,A
45769,TX,43,U,M,3,L,E,B
45770,TX,24,H,F,3,L,E,A
45771,MI,12,U,F,3,L,F,A
45772,IN,34,U,M,3,L,G,C
45773,other,16,H,F,3,L,D,B
45774,other,36,U,M,3,L,D,B
45775,TX,49,H,F,2,L,E,A
45776,WI,49,U,M,2,L,F,D
45777,CA,40,U,M,2,L,E,A
45778,GA,50,U,F,3,L,D,D
45779,CA,42,H,F,2,L,G,B
45780,IN,27,U,M,3,L,F,C
45781,FL,12,U,F,1,L,F,B
45782,other,40,H,M,3,L,F,A
45783,NC,12,H,F,1,L,F,B
45784,CA,26,U,F,2,L,F,A
45785,other,36,U,M,3,L,G,C
45786,MI,41,H,M,2,L,E,C
45787,IL,14,H,M,3,L,E,A
45788,TX,34,U,F,2,L,F,A
45789,CA,2,H,M,3,L,D,A
45790,CA,13,H,M,3,L,F,A
45791,other,35,H,M,3,L,F,D
45792,CA,23,U,F,1,L,E,A
45793,IL,14,U,M,2,L,F,A
45794,WA,30,U,M,2,L,F,B
45795,FL,20,H,F,2,L,F,B
45796,other,35,H,M,3,L,F,B
45797,CA,13,U,M,3,L,F,A
45798,FL,30,H,F,3,L,F,C
45799,IL,7,H,M,3,L,F,A
45800,other,39,H,F,2,L,G,C
45801,TX,23,U,M,1,L,E,B
45802,other,42,H,F,3,L,F,A
45803,TX,46,U,M,3,L,G,D
45804,WI,40,H,F,3,L,F,B
45805,MO,11,H,F,3,L,F,A
45806,CA,15,U,F,3,L,G,A
45807,WA,22,U,M,3,L,F,A
45808,other,40,H,M,3,L,F,C
45809,WI,28,H,F,2,L,G,C
45810,other,27,U,M,2,L,G,B
45811,other,40,U,other,3,L,F,D
45812,TX,5,H,F,2,L,F,D
45813,other,21,H,M,3,L,F,B
45814,FL,23,U,F,3,L,F,B
45815,CA,37,U,F,3,L,E,A
45816,other,47,H,M,3,L,G,D
45817,MI,36,U,F,3,L,F,A
45818,TX,28,U,M,1,L,G,A
45819,other,30,H,M,3,L,G,A
45820,MO,36,U,F,3,L,E,D
45821,GA,39,H,F,2,L,F,A
45822,CA,2,H,M,3,L,F,A
45823,other,30,U,F,3,L,E,B
45824,CA,21,H,F,2,L,G,A
45825,other,47,H,F,3,L,F,D
45826,IL,16,U,other,1,L,F,A
45827,other,5,U,M,3,L,F,B
45828,MI,32,H,F,2,L,G,A
45829,MI,16,H,F,3,L,E,B
45830,CA,13,H,M,3,L,F,A
45831,IN,43,H,F,2,L,E,D
45832,GA,34,U,M,3,L,D,D
45833,CA,11,U,M,2,L,D,A
45834,other,22,H,F,3,L,G,B
45835,other,53,U,F,2,L,G,D
45836,other,27,H,M,3,L,F,C
45837,CA,24,H,F,2,L,G,A
45838,CA,7,H,F,3,L,F,A
45839,other,44,U,F,3,L,E,B
45840,other,13,H,M,2,L,G,B
45841,MI,40,U,F,3,L,G,A
45842,IL,14,H,M,3,L,F,A
45843,WA,27,H,M,3,L,F,D
45844,IN,51,U,M,2,L,E,D
45845,NC,28,U,M,3,L,F,C
45846,IN,36,U,M,2,L,E,D
45847,MI,5,H,F,3,L,E,A
45848,other,35,H,other,2,L,G,A
45849,other,35,H,F,2,L,F,B
45850,CA,49,U,F,3,L,F,C
45851,IL,18,H,M,2,L,E,A
45852,MI,13,H,M,3,L,F,A
45853,CA,6,H,F,2,L,F,A
45854,IL,41,H,M,3,L,F,D
45855,FL,35,H,F,3,L,E,C
45856,MO,11,H,M,3,L,G,B
45857,other,24,H,M,3,L,G,B
45858,MI,17,H,F,3,L,F,A
45859,TX,51,U,F,2,L,E,A
45860,other,9,U,F,3,L,F,B
45861,TX,36,U,F,3,L,F,D
45862,IL,24,H,M,3,L,G,A
45863,CA,38,H,M,3,L,G,A
45864,other,35,U,M,3,L,F,D
45865,IL,43,U,F,3,L,G,D
45866,FL,24,H,M,3,L,F,B
45867,other,50,U,M,2,L,G,D
45868,other,16,H,F,3,L,F,B
45869,other,27,H,F,3,L,G,B
45870,FL,53,U,M,2,L,G,C
45871,other,24,H,F,3,L,F,C
45872,other,51,U,M,3,L,F,D
45873,other,36,H,F,2,L,E,C
45874,other,22,H,M,3,L,F,C
45875,CA,37,H,F,2,L,G,B
45876,CA,7,H,F,2,L,F,A
45877,other,22,U,F,3,L,F,B
45878,CA,5,H,M,2,L,D,A
45879,other,40,H,M,2,L,G,A
45880,other,35,U,F,1,L,G,B
45881,other,51,U,M,2,L,E,D
45882,other,27,U,F,3,L,F,B
45883,other,38,H,M,3,L,G,D
45884,IL,44,U,F,2,L,F,C
45885,other,50,U,F,3,L,F,D
45886,FL,14,H,F,3,L,F,A
45887,CA,40,H,F,2,L,G,A
45888,other,39,H,F,3,L,F,C
45889,TX,30,H,F,3,L,D,B
45890,CA,40,U,F,2,L,G,A
45891,GA,34,U,F,3,L,F,D
45892,WI,31,U,M,3,L,F,B
45893,other,9,U,F,2,L,G,A
45894,IL,43,U,other,2,L,F,D
45895,IL,17,U,M,2,L,F,A
45896,CA,5,H,M,3,L,F,A
45897,other,51,U,F,3,L,F,D
45898,CA,41,H,F,3,L,F,B
45899,FL,35,U,M,3,L,F,A
45900,IL,27,H,M,2,L,D,A
45901,IL,16,H,F,2,L,E,B
45902,TX,41,H,M,2,L,F,C
45903,CA,19,H,M,3,L,D,A
45904,MI,8,H,F,2,L,E,A
45905,other,18,H,M,3,L,E,B
45906,other,13,U,M,3,L,F,B
45907,other,53,U,F,3,L,D,D
45908,other,51,H,M,2,L,E,D
45909,other,41,H,F,3,L,G,C
45910,FL,16,U,M,3,L,E,C
45911,CA,2,H,M,3,L,F,A
45912,FL,24,H,F,3,L,F,B
45913,MO,24,H,F,3,L,G,A
45914,other,30,H,M,3,L,F,B
45915,FL,40,U,F,3,L,E,A
45916,other,25,H,F,3,L,G,C
45917,other,21,H,M,3,L,G,B
45918,CA,13,H,F,3,L,G,A
45919,MI,27,H,M,2,L,E,B
45920,FL,8,H,M,3,L,F,A
45921,MI,35,U,F,2,L,G,C
45922,CA,2,U,F,3,L,G,A
45923,MI,18,H,M,3,L,F,A
45924,CA,1,H,other,3,L,F,A
45925,MO,13,H,M,3,L,F,A
45926,NC,40,H,F,3,L,F,B
45927,IN,44,U,F,3,L,G,B
45928,other,51,U,F,3,L,E,C
45929,MI,44,H,M,3,L,F,D
45930,TX,43,U,M,3,L,D,D
45931,IL,10,U,M,3,L,F,A
45932,TX,14,H,F,3,L,E,A
45933,WA,49,U,M,3,L,F,A
45934,other,39,H,F,2,L,F,D
45935,TX,18,H,F,2,L,F,A
45936,other,26,U,M,3,L,F,C
45937,FL,33,H,F,3,L,D,B
45938,GA,35,H,F,3,L,F,A
45939,other,42,H,M,2,L,E,D
45940,IL,12,U,F,3,L,E,A
45941,FL,50,H,F,3,L,F,C
45942,other,27,U,F,3,L,E,D
45943,other,40,U,M,3,L,F,B
45944,TX,45,U,F,3,L,E,D
45945,other,17,U,M,1,L,F,A
45946,CA,6,U,F,2,L,E,A
45947,WA,18,U,M,3,L,E,A
45948,MI,30,U,M,2,L,F,C
45949,other,39,H,M,3,L,G,C
45950,NC,32,U,F,3,L,F,C
45951,other,47,U,M,3,L,E,D
45952,IL,31,H,M,3,L,D,A
45953,WA,12,H,M,2,L,E,A
45954,WI,45,U,M,3,L,F,D
45955,other,51,U,F,3,L,D,C
45956,other,34,H,F,2,L,F,C
45957,CA,40,H,F,3,L,F,A
45958,CA,15,U,F,3,L,F,A
45959,CA,23,U,F,3,L,F,B
45960,FL,27,U,M,3,L,F,B
45961,CA,1,U,F,3,L,F,A
45962,other,22,U,F,3,L,F,B
45963,CA,35,U,F,3,L,F,A
45964,IL,8,U,M,1,L,G,A
45965,WA,46,U,F,3,L,E,C
45966,other,53,U,M,1,L,F,D
45967,CA,40,U,F,3,L,G,A
45968,NC,37,H,M,3,L,E,C
45969,WI,44,H,F,3,L,G,B
45970,other,40,U,F,3,L,E,D
45971,other,41,U,M,3,L,F,B
45972,other,20,U,F,3,L,F,C
45973,other,31,U,F,3,L,E,C
45974,NC,39,H,F,3,L,E,B
45975,NC,38,U,F,3,L,F,C
45976,IL,21,H,F,2,L,E,A
45977,CA,8,H,F,3,L,G,A
45978,FL,22,U,M,3,L,F,C
45979,FL,26,H,F,2,L,E,B
45980,IL,14,H,F,2,L,E,A
45981,CA,2,U,M,3,L,G,A
45982,WA,27,U,M,1,L,F,C
45983,FL,20,U,M,1,L,G,B
45984,other,35,U,F,3,L,F,D
45985,other,3,U,F,3,L,G,B
45986,WA,39,H,F,3,L,D,D
45987,WA,40,H,M,3,L,E,C
45988,CA,5,H,M,2,L,F,A
45989,WA,45,U,M,2,L,G,D
45990,TX,24,H,F,3,L,G,A
45991,IN,34,U,other,1,L,E,B
45992,WI,26,U,F,2,L,F,B
45993,TX,17,H,F,3,L,G,A
45994,IL,46,H,M,3,L,D,D
45995,FL,27,H,F,3,L,F,B
45996,FL,52,U,M,3,L,G,D
45997,GA,50,U,F,3,L,F,D
45998,other,21,H,M,3,L,F,B
45999,CA,10,H,M,2,L,F,A
46000,GA,44,H,F,3,L,F,C
46001,IN,36,U,M,3,L,F,C
46002,other,23,H,M,1,L,G,B
46003,CA,40,H,M,3,L,G,A
46004,NC,40,U,M,2,L,F,B
46005,GA,35,U,F,3,L,E,D
46006,other,51,U,M,2,L,G,D
46007,CA,16,H,F,2,L,F,B
46008,FL,34,H,M,2,L,F,B
46009,WA,46,U,F,1,L,G,D
